"X.SampleID"	"subject"	"timepoint"	"shannon_alpha"	"sample_site"	"sex"	"ID_unique"	"shannon_avg"
"10370.13E1"	"Volunteer 6"	"5"	6.45332844938	"Foot"	"male"	"Volunteer 6Foot"	5.22793397439333
"10370.17B3"	"Volunteer 6"	"6"	5.94115118657	"Foot"	"male"	"Volunteer 6Foot"	4.400621667255
"10370.20B3"	"Volunteer 6"	"7"	5.04803867828	"Foot"	"male"	"Volunteer 6Foot"	4.4811073222275
"10370.22C8"	"Volunteer 6"	"8"	7.92247684682	"Foot"	"male"	"Volunteer 6Foot"	6.8231374856575
"10370.22F6"	"Volunteer 6"	"9"	7.25019052187	"Foot"	"male"	"Volunteer 6Foot"	6.80986090883333
"10370.2C10"	"Volunteer 7"	"0"	1.52551134887	"Foot"	"male"	"Volunteer 7Foot"	1.41527590226333
"10370.5C10"	"Volunteer 7"	"1"	2.08368175306	"Foot"	"male"	"Volunteer 7Foot"	1.9366595392575
"10370.7B5"	"Volunteer 7"	"2"	2.66400555298	"Foot"	"male"	"Volunteer 7Foot"	2.12791371246
"10370.9C10"	"Volunteer 7"	"3"	2.51605552851	"Foot"	"male"	"Volunteer 7Foot"	1.903688813255
"10370.12C10"	"Volunteer 7"	"4"	3.833281792	"Foot"	"male"	"Volunteer 7Foot"	4.2069989850175
"10370.13C10"	"Volunteer 7"	"5"	3.91186595232	"Foot"	"male"	"Volunteer 7Foot"	4.03882674645
"10370.15F6"	"Volunteer 7"	"6"	4.19962953617	"Foot"	"male"	"Volunteer 7Foot"	3.85573408814
"10370.18B3"	"Volunteer 7"	"7"	5.20966005274	"Foot"	"male"	"Volunteer 7Foot"	5.0232181554425
"10370.20C8"	"Volunteer 7"	"8"	3.19820594801	"Foot"	"male"	"Volunteer 7Foot"	2.594309647365
"10370.24C8"	"Volunteer 7"	"9"	3.49726733987	"Foot"	"male"	"Volunteer 7Foot"	2.4825478033575
"10370.2C2"	"Volunteer 7"	"0"	1.91561703228	"Armpit"	"male"	"Volunteer 7Armpit"	2.3234086996675
"10370.5C2"	"Volunteer 7"	"1"	2.22969535637	"Armpit"	"male"	"Volunteer 7Armpit"	2.16175237030333
"10370.7A10"	"Volunteer 7"	"2"	5.1304960592	"Armpit"	"male"	"Volunteer 7Armpit"	3.599382639155
"10370.9B12"	"Volunteer 7"	"3"	1.75864260388	"Armpit"	"male"	"Volunteer 7Armpit"	1.9206658423625
"10370.12B12"	"Volunteer 7"	"4"	3.81276170073	"Armpit"	"male"	"Volunteer 7Armpit"	3.41661906192667
"10370.15E10"	"Volunteer 7"	"6"	5.06614236301	"Armpit"	"male"	"Volunteer 7Armpit"	5.06614236301
"10370.18A9"	"Volunteer 7"	"7"	4.44561453752	"Armpit"	"male"	"Volunteer 7Armpit"	3.7468749509
"10370.20C1"	"Volunteer 7"	"8"	3.1204923725	"Armpit"	"male"	"Volunteer 7Armpit"	3.189786703495
"10370.24C1"	"Volunteer 7"	"9"	2.19741240117	"Armpit"	"male"	"Volunteer 7Armpit"	2.17444314857667
"10370.2C6"	"Volunteer 7"	"0"	5.44306248652	"Arm"	"male"	"Volunteer 7Arm"	5.5039604018775
"10370.5C7"	"Volunteer 7"	"1"	5.82069235477	"Arm"	"male"	"Volunteer 7Arm"	5.619428741755
"10370.7B1"	"Volunteer 7"	"2"	5.92078161276	"Arm"	"male"	"Volunteer 7Arm"	5.890820513025
"10370.9C4"	"Volunteer 7"	"3"	5.30348111815	"Arm"	"male"	"Volunteer 7Arm"	5.2241426447925
"10370.12C4"	"Volunteer 7"	"4"	5.94734659653	"Arm"	"male"	"Volunteer 7Arm"	5.50668185221
"10370.13C4"	"Volunteer 7"	"5"	5.59223537565	"Arm"	"male"	"Volunteer 7Arm"	5.76266342495
"10370.15F3"	"Volunteer 7"	"6"	5.53431942858	"Arm"	"male"	"Volunteer 7Arm"	5.488044219915
"10370.18A11"	"Volunteer 7"	"7"	5.91277344645	"Arm"	"male"	"Volunteer 7Arm"	5.881903733095
"10370.20C6"	"Volunteer 7"	"8"	5.33010064061	"Arm"	"male"	"Volunteer 7Arm"	5.33010064061
"10370.24C5"	"Volunteer 7"	"9"	5.03518970056	"Arm"	"male"	"Volunteer 7Arm"	5.17773824588
"10370.2D10"	"Volunteer 8"	"0"	2.57349961624	"Armpit"	"female"	"Volunteer 8Armpit"	2.5516924606225
"10370.4C2"	"Volunteer 8"	"1"	2.95448852266	"Armpit"	"female"	"Volunteer 8Armpit"	2.67516499293333
"10370.2D11"	"Volunteer 8"	"0"	6.48694706597	"Arm"	"female"	"Volunteer 8Arm"	6.5103820656325
"10370.4C7"	"Volunteer 8"	"1"	5.7562704504	"Arm"	"female"	"Volunteer 8Arm"	5.7562704504
"10370.2D3"	"Volunteer 8"	"0"	4.59223284069	"Face"	"female"	"Volunteer 8Face"	5.4068622046725
"10370.4B10"	"Volunteer 8"	"1"	5.5348355389	"Face"	"female"	"Volunteer 8Face"	6.07545956849
"10370.2E10"	"Volunteer 9"	"0"	6.29427613519	"Face"	"female"	"Volunteer 9Face"	5.963660809395
"10370.5G1"	"Volunteer 9"	"1"	6.24205384977	"Face"	"female"	"Volunteer 9Face"	6.24205384977
"10370.7B10"	"Volunteer 9"	"2"	6.14353831269	"Face"	"female"	"Volunteer 9Face"	6.2820640641025
"10370.9D1"	"Volunteer 9"	"3"	5.57396719396	"Face"	"female"	"Volunteer 9Face"	5.64040059656333
"10370.12G1"	"Volunteer 9"	"4"	6.19158540246	"Face"	"female"	"Volunteer 9Face"	5.98408708182
"10370.14D2"	"Volunteer 9"	"5"	6.46998177529	"Face"	"female"	"Volunteer 9Face"	6.34850362120333
"10370.18F11"	"Volunteer 9"	"7"	6.68029796598	"Face"	"female"	"Volunteer 9Face"	6.37264303917
"10370.21D1"	"Volunteer 9"	"8"	6.47320280548	"Face"	"female"	"Volunteer 9Face"	6.27836934692
"10370.23B8"	"Volunteer 9"	"9"	5.6993843922	"Face"	"female"	"Volunteer 9Face"	5.75785956929
"10370.AE10"	"Volunteer 9"	"1.5"	5.89489228916	"Face"	"female"	"Volunteer 9Face"	5.89489228916
"10370.BB10"	"Volunteer 9"	"2.5"	5.31680583724	"Face"	"female"	"Volunteer 9Face"	5.37166639551
"10370.CB8"	"Volunteer 9"	"3.5"	6.20160886725	"Face"	"female"	"Volunteer 9Face"	5.82227899602
"10370.DB8"	"Volunteer 9"	"5.5"	5.63931010264	"Face"	"female"	"Volunteer 9Face"	5.63931010264
"10370.DE6"	"Volunteer 9"	"6.5"	6.41371682941	"Face"	"female"	"Volunteer 9Face"	6.0829119560975
"10370.AA5"	"Volunteer 9"	"0.5"	6.09417630955	"Face"	"female"	"Volunteer 9Face"	5.935325742375
"10370.EB8"	"Volunteer 9"	"7.5"	6.19364131046	"Face"	"female"	"Volunteer 9Face"	6.0676632735325
"10370.FA3"	"Volunteer 9"	"8.5"	6.55220402958	"Face"	"female"	"Volunteer 9Face"	6.1382527743925
"10370.2E3"	"Volunteer 8"	"0"	3.01086987644	"Foot"	"female"	"Volunteer 8Foot"	3.073295842565
"10370.4C10"	"Volunteer 8"	"1"	3.50849946917	"Foot"	"female"	"Volunteer 8Foot"	3.26384833953
"10370.2F1"	"Volunteer 9"	"0"	5.79812009859	"Armpit"	"female"	"Volunteer 9Armpit"	5.79812009859
"10370.7C2"	"Volunteer 9"	"2"	2.35150345269	"Armpit"	"female"	"Volunteer 9Armpit"	2.317983402285
"10370.9D5"	"Volunteer 9"	"3"	1.3459329496	"Armpit"	"female"	"Volunteer 9Armpit"	1.5242813011325
"10370.14D7"	"Volunteer 9"	"5"	5.94527238012	"Armpit"	"female"	"Volunteer 9Armpit"	5.60198515882
"10370.18G4"	"Volunteer 9"	"7"	5.7135734054	"Armpit"	"female"	"Volunteer 9Armpit"	5.94147344842667
"10370.21D6"	"Volunteer 9"	"8"	6.32301222095	"Armpit"	"female"	"Volunteer 9Armpit"	6.10332829444667
"10370.23B12"	"Volunteer 9"	"9"	5.89369500934	"Armpit"	"female"	"Volunteer 9Armpit"	5.88381533603
"10370.AF2"	"Volunteer 9"	"1.5"	1.46454064438	"Armpit"	"female"	"Volunteer 9Armpit"	1.34119682482
"10370.BC2"	"Volunteer 9"	"2.5"	1.3744263708	"Armpit"	"female"	"Volunteer 9Armpit"	1.25744191193975
"10370.DE11"	"Volunteer 9"	"6.5"	5.25305886708	"Armpit"	"female"	"Volunteer 9Armpit"	5.75420043860667
"10370.AA10"	"Volunteer 9"	"0.5"	4.54013241873	"Armpit"	"female"	"Volunteer 9Armpit"	4.54013241873
"10370.EB12"	"Volunteer 9"	"7.5"	5.74189505589	"Armpit"	"female"	"Volunteer 9Armpit"	5.63609004971
"10370.2F10"	"Volunteer 9"	"0"	2.09631979173	"Foot"	"female"	"Volunteer 9Foot"	4.10163461995667
"10370.7C10"	"Volunteer 9"	"2"	8.10749276394	"Foot"	"female"	"Volunteer 9Foot"	6.9577409413775
"10370.9E1"	"Volunteer 9"	"3"	5.81038607862	"Foot"	"female"	"Volunteer 9Foot"	5.74923269565333
"10370.12H1"	"Volunteer 9"	"4"	6.23289543183	"Foot"	"female"	"Volunteer 9Foot"	6.23289543183
"10370.14E2"	"Volunteer 9"	"5"	4.10100146534	"Foot"	"female"	"Volunteer 9Foot"	4.97269329861667
"10370.16B3"	"Volunteer 9"	"6"	6.59361181848	"Foot"	"female"	"Volunteer 9Foot"	5.309952270815
"10370.18G11"	"Volunteer 9"	"7"	5.12091719315	"Foot"	"female"	"Volunteer 9Foot"	4.046727919505
"10370.21E1"	"Volunteer 9"	"8"	5.16668394585	"Foot"	"female"	"Volunteer 9Foot"	3.64896643613333
"10370.23C8"	"Volunteer 9"	"9"	2.46892136346	"Foot"	"female"	"Volunteer 9Foot"	2.7176664532425
"10370.AF11"	"Volunteer 9"	"1.5"	1.97042149891	"Foot"	"female"	"Volunteer 9Foot"	3.47518182211
"10370.BC10"	"Volunteer 9"	"2.5"	5.58414583719	"Foot"	"female"	"Volunteer 9Foot"	4.016285573055
"10370.CC11"	"Volunteer 9"	"3.5"	5.20847579685	"Foot"	"female"	"Volunteer 9Foot"	5.20847579685
"10370.CE1"	"Volunteer 9"	"4.5"	7.89022713164	"Foot"	"female"	"Volunteer 9Foot"	7.18076983980333
"10370.DC8"	"Volunteer 9"	"5.5"	6.56522056995	"Foot"	"female"	"Volunteer 9Foot"	4.72741330220667
"10370.DF6"	"Volunteer 9"	"6.5"	5.16409043335	"Foot"	"female"	"Volunteer 9Foot"	4.8511470589475
"10370.AB5"	"Volunteer 9"	"0.5"	5.98652637762	"Foot"	"female"	"Volunteer 9Foot"	4.17777948685
"10370.EC8"	"Volunteer 9"	"7.5"	7.09680108228	"Foot"	"female"	"Volunteer 9Foot"	5.59287833445
"10370.FB3"	"Volunteer 9"	"8.5"	3.42094218739	"Foot"	"female"	"Volunteer 9Foot"	3.52279152225
"10370.2F5"	"Volunteer 9"	"0"	5.87842740468	"Arm"	"female"	"Volunteer 9Arm"	5.521246571565
"10370.7C7"	"Volunteer 9"	"2"	5.77886714683	"Arm"	"female"	"Volunteer 9Arm"	5.510370530515
"10370.9D10"	"Volunteer 9"	"3"	6.40932678017	"Arm"	"female"	"Volunteer 9Arm"	6.22453768247
"10370.12G7"	"Volunteer 9"	"4"	6.5051988071	"Arm"	"female"	"Volunteer 9Arm"	6.50677160712
"10370.14D10"	"Volunteer 9"	"5"	6.37224155113	"Arm"	"female"	"Volunteer 9Arm"	6.387860246935
"10370.16A12"	"Volunteer 9"	"6"	6.4307525825	"Arm"	"female"	"Volunteer 9Arm"	6.4307525825
"10370.18G7"	"Volunteer 9"	"7"	6.70486753068	"Arm"	"female"	"Volunteer 9Arm"	6.69014748423
"10370.21D9"	"Volunteer 9"	"8"	6.43759409454	"Arm"	"female"	"Volunteer 9Arm"	6.34666067384
"10370.23C4"	"Volunteer 9"	"9"	6.30610859094	"Arm"	"female"	"Volunteer 9Arm"	6.30999200534
"10370.AF6"	"Volunteer 9"	"1.5"	6.17283571523	"Arm"	"female"	"Volunteer 9Arm"	6.33313283731
"10370.BC6"	"Volunteer 9"	"2.5"	6.04148910142	"Arm"	"female"	"Volunteer 9Arm"	5.61961460319333
"10370.CC5"	"Volunteer 9"	"3.5"	5.98690820613	"Arm"	"female"	"Volunteer 9Arm"	6.08534404071667
"10370.CD9"	"Volunteer 9"	"4.5"	6.63602991216	"Arm"	"female"	"Volunteer 9Arm"	6.6946594817375
"10370.DC4"	"Volunteer 9"	"5.5"	6.21131151016	"Arm"	"female"	"Volunteer 9Arm"	6.1570430857475
"10370.DF2"	"Volunteer 9"	"6.5"	6.77471612978	"Arm"	"female"	"Volunteer 9Arm"	6.59890857893667
"10370.AB1"	"Volunteer 9"	"0.5"	5.72085176867	"Arm"	"female"	"Volunteer 9Arm"	5.74796419054667
"10370.EC4"	"Volunteer 9"	"7.5"	5.6139561503	"Arm"	"female"	"Volunteer 9Arm"	6.0711712582325
"10370.FA12"	"Volunteer 9"	"8.5"	6.71121885712	"Arm"	"female"	"Volunteer 9Arm"	6.64561294048
"10370.2G10"	"Volunteer 10"	"0"	6.04302590729	"Arm"	"male"	"Volunteer 10Arm"	6.067030086225
"10370.7F5"	"Volunteer 10"	"2"	5.82410273343	"Arm"	"male"	"Volunteer 10Arm"	5.5599725823
"10370.9G10"	"Volunteer 10"	"3"	5.47282295939	"Arm"	"male"	"Volunteer 10Arm"	5.239901129485
"10370.12F2"	"Volunteer 10"	"4"	5.49086406672	"Arm"	"male"	"Volunteer 10Arm"	5.43017676351
"10370.14F2"	"Volunteer 10"	"5"	4.91748586891	"Arm"	"male"	"Volunteer 10Arm"	5.22962588584333
"10370.16D11"	"Volunteer 10"	"6"	5.24073322691	"Arm"	"male"	"Volunteer 10Arm"	5.246907680315
"10370.19D9"	"Volunteer 10"	"7"	5.95580287042	"Arm"	"male"	"Volunteer 10Arm"	5.83534438177333
"10370.21G8"	"Volunteer 10"	"8"	5.90686908043	"Arm"	"male"	"Volunteer 10Arm"	6.08455994351667
"10370.22G7"	"Volunteer 10"	"9"	5.46528336576	"Arm"	"male"	"Volunteer 10Arm"	5.57673714841
"10370.BB1"	"Volunteer 10"	"1.5"	6.06718489155	"Arm"	"male"	"Volunteer 10Arm"	6.8397792377075
"10370.BD11"	"Volunteer 10"	"2.5"	5.9836560048	"Arm"	"male"	"Volunteer 10Arm"	5.9801046593475
"10370.BG9"	"Volunteer 10"	"3.5"	4.78404465747	"Arm"	"male"	"Volunteer 10Arm"	4.9287579642
"10370.DB1"	"Volunteer 10"	"5.5"	4.98429309157	"Arm"	"male"	"Volunteer 10Arm"	5.142853130795
"10370.EA11"	"Volunteer 10"	"6.5"	5.98543943341	"Arm"	"male"	"Volunteer 10Arm"	6.165458856385
"10370.AE3"	"Volunteer 10"	"0.5"	4.22691908752	"Arm"	"male"	"Volunteer 10Arm"	4.48937141547
"10370.ED9"	"Volunteer 10"	"7.5"	5.24559321414	"Arm"	"male"	"Volunteer 10Arm"	5.7759125884075
"10370.EF2"	"Volunteer 10"	"8.5"	5.70128939093	"Arm"	"male"	"Volunteer 10Arm"	5.7393508561725
"10370.2G2"	"Volunteer 10"	"0"	3.24514537521	"Face"	"male"	"Volunteer 10Face"	3.7059684908675
"10370.5D3"	"Volunteer 10"	"1"	4.03437234467	"Face"	"male"	"Volunteer 10Face"	4.09207927955
"10370.7E10"	"Volunteer 10"	"2"	4.58253886425	"Face"	"male"	"Volunteer 10Face"	4.56361039301
"10370.9F11"	"Volunteer 10"	"3"	3.3887647878	"Face"	"male"	"Volunteer 10Face"	3.38889612493
"10370.12E6"	"Volunteer 10"	"4"	3.58405566585	"Face"	"male"	"Volunteer 10Face"	3.82754456707
"10370.14E6"	"Volunteer 10"	"5"	3.15716806349	"Face"	"male"	"Volunteer 10Face"	3.54217406136
"10370.19D1"	"Volunteer 10"	"7"	3.8813192059	"Face"	"male"	"Volunteer 10Face"	3.803894124165
"10370.21F11"	"Volunteer 10"	"8"	3.9709476349	"Face"	"male"	"Volunteer 10Face"	4.2477762483
"10370.22F12"	"Volunteer 10"	"9"	4.41992808382	"Face"	"male"	"Volunteer 10Face"	4.19171484728333
"10370.BA5"	"Volunteer 10"	"1.5"	5.02069244067	"Face"	"male"	"Volunteer 10Face"	3.9370401303875
"10370.BD3"	"Volunteer 10"	"2.5"	3.31123984069	"Face"	"male"	"Volunteer 10Face"	3.99146710083333
"10370.BG1"	"Volunteer 10"	"3.5"	3.47692086357	"Face"	"male"	"Volunteer 10Face"	3.7632016739125
"10370.CE6"	"Volunteer 10"	"4.5"	3.88576679551	"Face"	"male"	"Volunteer 10Face"	4.0779685193525
"10370.DA3"	"Volunteer 10"	"5.5"	3.86435111737	"Face"	"male"	"Volunteer 10Face"	4.0515222550125
"10370.EA3"	"Volunteer 10"	"6.5"	4.37430040327	"Face"	"male"	"Volunteer 10Face"	4.68345155805
"10370.AD5"	"Volunteer 10"	"0.5"	3.91922920396	"Face"	"male"	"Volunteer 10Face"	3.915590870205
"10370.ED1"	"Volunteer 10"	"7.5"	3.6811919024	"Face"	"male"	"Volunteer 10Face"	4.245319843805
"10370.EE6"	"Volunteer 10"	"8.5"	3.68988367561	"Face"	"male"	"Volunteer 10Face"	4.3513993166675
"10370.2G6"	"Volunteer 10"	"0"	3.34129115532	"Armpit"	"male"	"Volunteer 10Armpit"	4.26240126669
"10370.5D7"	"Volunteer 10"	"1"	1.69017104099	"Armpit"	"male"	"Volunteer 10Armpit"	1.94530695878
"10370.7E12"	"Volunteer 10"	"2"	2.09167510071	"Armpit"	"male"	"Volunteer 10Armpit"	2.5126055038475
"10370.9G3"	"Volunteer 10"	"3"	1.85523460646	"Armpit"	"male"	"Volunteer 10Armpit"	2.33065006049
"10370.19D7"	"Volunteer 10"	"7"	4.63660262117	"Armpit"	"male"	"Volunteer 10Armpit"	4.63660262117
"10370.21G5"	"Volunteer 10"	"8"	4.62688282707	"Armpit"	"male"	"Volunteer 10Armpit"	4.62688282707
"10370.22G4"	"Volunteer 10"	"9"	4.40783496883	"Armpit"	"male"	"Volunteer 10Armpit"	4.427244580925
"10370.BA9"	"Volunteer 10"	"1.5"	1.96137865768	"Armpit"	"male"	"Volunteer 10Armpit"	1.87540691515667
"10370.BD7"	"Volunteer 10"	"2.5"	1.95635654749	"Armpit"	"male"	"Volunteer 10Armpit"	2.0291295345825
"10370.EA9"	"Volunteer 10"	"6.5"	4.31540112921	"Armpit"	"male"	"Volunteer 10Armpit"	4.31540112921
"10370.AD9"	"Volunteer 10"	"0.5"	1.14612627446	"Armpit"	"male"	"Volunteer 10Armpit"	1.3245783429325
"10370.ED5"	"Volunteer 10"	"7.5"	4.5098879274	"Armpit"	"male"	"Volunteer 10Armpit"	4.350583624125
"10370.EE12"	"Volunteer 10"	"8.5"	4.50250197083	"Armpit"	"male"	"Volunteer 10Armpit"	4.50250197083
"10370.2H2"	"Volunteer 10"	"0"	2.31539643414	"Foot"	"male"	"Volunteer 10Foot"	2.31539643414
"10370.5E3"	"Volunteer 10"	"1"	2.51171649585	"Foot"	"male"	"Volunteer 10Foot"	2.2979792536325
"10370.7F10"	"Volunteer 10"	"2"	2.29233257697	"Foot"	"male"	"Volunteer 10Foot"	2.851713675655
"10370.9G11"	"Volunteer 10"	"3"	1.698921644	"Foot"	"male"	"Volunteer 10Foot"	2.20286574102
"10370.12F8"	"Volunteer 10"	"4"	4.9291568569	"Foot"	"male"	"Volunteer 10Foot"	4.9291568569
"10370.14F6"	"Volunteer 10"	"5"	3.64926879383	"Foot"	"male"	"Volunteer 10Foot"	3.9661669627575
"10370.16E1"	"Volunteer 10"	"6"	4.33969774839	"Foot"	"male"	"Volunteer 10Foot"	4.36529114865
"10370.19E1"	"Volunteer 10"	"7"	4.78112877188	"Foot"	"male"	"Volunteer 10Foot"	4.832494286355
"10370.21G11"	"Volunteer 10"	"8"	3.48057496952	"Foot"	"male"	"Volunteer 10Foot"	3.879528157715
"10370.22G11"	"Volunteer 10"	"9"	4.00186395812	"Foot"	"male"	"Volunteer 10Foot"	4.46478416951
"10370.BB5"	"Volunteer 10"	"1.5"	1.66657917975	"Foot"	"male"	"Volunteer 10Foot"	1.6520315957725
"10370.BE3"	"Volunteer 10"	"2.5"	1.24659875633	"Foot"	"male"	"Volunteer 10Foot"	1.4647458813
"10370.BH1"	"Volunteer 10"	"3.5"	3.84841932818	"Foot"	"male"	"Volunteer 10Foot"	3.496498334965
"10370.CF6"	"Volunteer 10"	"4.5"	2.61210012622	"Foot"	"male"	"Volunteer 10Foot"	3.403720426225
"10370.DB3"	"Volunteer 10"	"5.5"	3.83706730277	"Foot"	"male"	"Volunteer 10Foot"	4.1162492675525
"10370.EB3"	"Volunteer 10"	"6.5"	4.8021269818	"Foot"	"male"	"Volunteer 10Foot"	4.4042085537125
"10370.AE5"	"Volunteer 10"	"0.5"	4.01104283904	"Foot"	"male"	"Volunteer 10Foot"	4.373891117715
"10370.EE1"	"Volunteer 10"	"7.5"	5.67890212938	"Foot"	"male"	"Volunteer 10Foot"	4.6412740004875
"10370.EF6"	"Volunteer 10"	"8.5"	5.46077604319	"Foot"	"male"	"Volunteer 10Foot"	4.474231644555
"10370.3A10"	"Volunteer 11"	"0"	2.21934262971	"Armpit"	"male"	"Volunteer 11Armpit"	2.132366117425
"10370.4D10"	"Volunteer 11"	"1"	2.29164814641	"Armpit"	"male"	"Volunteer 11Armpit"	2.1853808281475
"10370.6D8"	"Volunteer 11"	"2"	2.47717624476	"Armpit"	"male"	"Volunteer 11Armpit"	2.47717624476
"10370.8G6"	"Volunteer 11"	"3"	2.32218829241	"Armpit"	"male"	"Volunteer 11Armpit"	2.4177921854
"10370.11F1"	"Volunteer 11"	"4"	3.13377124101	"Armpit"	"male"	"Volunteer 11Armpit"	3.13377124101
"10370.14B12"	"Volunteer 11"	"5"	3.57508981829	"Armpit"	"male"	"Volunteer 11Armpit"	3.3819580851825
"10370.16G6"	"Volunteer 11"	"6"	3.36599582968	"Armpit"	"male"	"Volunteer 11Armpit"	3.36599582968
"10370.19E10"	"Volunteer 11"	"7"	2.52056390031	"Armpit"	"male"	"Volunteer 11Armpit"	2.5035919014925
"10370.22A8"	"Volunteer 11"	"8"	2.66230420409	"Armpit"	"male"	"Volunteer 11Armpit"	2.68836492340333
"10370.24A7"	"Volunteer 11"	"9"	2.75734099233	"Armpit"	"male"	"Volunteer 11Armpit"	2.93696174715667
"10370.3A5"	"Volunteer 11"	"0"	2.82062653283	"Face"	"male"	"Volunteer 11Face"	3.11307652874
"10370.4D5"	"Volunteer 11"	"1"	3.53352675543	"Face"	"male"	"Volunteer 11Face"	3.75813721684
"10370.6D3"	"Volunteer 11"	"2"	3.36214083288	"Face"	"male"	"Volunteer 11Face"	3.36214083288
"10370.8G2"	"Volunteer 11"	"3"	3.30121081385	"Face"	"male"	"Volunteer 11Face"	3.05944199747333
"10370.11E6"	"Volunteer 11"	"4"	3.6074422854	"Face"	"male"	"Volunteer 11Face"	3.0445222989
"10370.14B10"	"Volunteer 11"	"5"	2.62758602979	"Face"	"male"	"Volunteer 11Face"	3.3664654332975
"10370.16F12"	"Volunteer 11"	"6"	4.00437129814	"Face"	"male"	"Volunteer 11Face"	4.00437129814
"10370.19E6"	"Volunteer 11"	"7"	3.3317463834	"Face"	"male"	"Volunteer 11Face"	3.3433697072775
"10370.22A3"	"Volunteer 11"	"8"	3.58171832307	"Face"	"male"	"Volunteer 11Face"	3.51580728445
"10370.24A3"	"Volunteer 11"	"9"	2.14837948684	"Face"	"male"	"Volunteer 11Face"	2.633345532685
"10370.3B1"	"Volunteer 11"	"0"	5.8317488778	"Arm"	"male"	"Volunteer 11Arm"	5.7236303822575
"10370.4D12"	"Volunteer 11"	"1"	6.259794302	"Arm"	"male"	"Volunteer 11Arm"	6.244228585775
"10370.6D12"	"Volunteer 11"	"2"	5.31095535845	"Arm"	"male"	"Volunteer 11Arm"	5.67573126426
"10370.8G10"	"Volunteer 11"	"3"	6.68168805778	"Arm"	"male"	"Volunteer 11Arm"	6.2948001547325
"10370.11F2"	"Volunteer 11"	"4"	5.95472452918	"Arm"	"male"	"Volunteer 11Arm"	5.96650782222
"10370.14C4"	"Volunteer 11"	"5"	4.96964913252	"Arm"	"male"	"Volunteer 11Arm"	5.0730653479675
"10370.16G10"	"Volunteer 11"	"6"	5.79562098543	"Arm"	"male"	"Volunteer 11Arm"	5.720008374865
"10370.19F2"	"Volunteer 11"	"7"	6.36601712731	"Arm"	"male"	"Volunteer 11Arm"	6.57153442096333
"10370.22A11"	"Volunteer 11"	"8"	5.54955917437	"Arm"	"male"	"Volunteer 11Arm"	6.00945843245333
"10370.24A11"	"Volunteer 11"	"9"	6.10597234741	"Arm"	"male"	"Volunteer 11Arm"	6.1715328443625
"10370.3B10"	"Volunteer 12"	"0"	3.67512021147	"Face"	"female"	"Volunteer 12Face"	3.7082178956825
"10370.4G1"	"Volunteer 12"	"1"	3.2485558671	"Face"	"female"	"Volunteer 12Face"	3.4534342104275
"10370.8A5"	"Volunteer 12"	"2"	3.29888917443	"Face"	"female"	"Volunteer 12Face"	3.3461778752975
"10370.10B10"	"Volunteer 12"	"3"	3.12828477793	"Face"	"female"	"Volunteer 12Face"	3.7931205256325
"10370.12D1"	"Volunteer 12"	"4"	3.69111268034	"Face"	"female"	"Volunteer 12Face"	3.54044804884
"10370.15A3"	"Volunteer 12"	"5"	3.70038016265	"Face"	"female"	"Volunteer 12Face"	3.6610599191625
"10370.16B10"	"Volunteer 12"	"6"	3.27762032617	"Face"	"female"	"Volunteer 12Face"	3.63393270323
"10370.19A3"	"Volunteer 12"	"7"	3.61285427544	"Face"	"female"	"Volunteer 12Face"	3.63112744024667
"10370.21A3"	"Volunteer 12"	"8"	4.07330222723	"Face"	"female"	"Volunteer 12Face"	3.6930096783875
"10370.23E6"	"Volunteer 12"	"9"	3.78322163759	"Face"	"female"	"Volunteer 12Face"	4.0405060607825
"10370.3B5"	"Volunteer 11"	"0"	4.58845021353	"Foot"	"male"	"Volunteer 11Foot"	3.727239939585
"10370.4E3"	"Volunteer 11"	"1"	5.07302182329	"Foot"	"male"	"Volunteer 11Foot"	3.7048402343875
"10370.6E3"	"Volunteer 11"	"2"	3.50502552583	"Foot"	"male"	"Volunteer 11Foot"	3.21665386277333
"10370.8H2"	"Volunteer 11"	"3"	2.7304191767	"Foot"	"male"	"Volunteer 11Foot"	2.8150804543125
"10370.11F6"	"Volunteer 11"	"4"	3.26213591621	"Foot"	"male"	"Volunteer 11Foot"	2.90527571544
"10370.14C10"	"Volunteer 11"	"5"	5.05236901778	"Foot"	"male"	"Volunteer 11Foot"	4.1817802288325
"10370.16G11"	"Volunteer 11"	"6"	4.30033422878	"Foot"	"male"	"Volunteer 11Foot"	3.5433977604425
"10370.19F6"	"Volunteer 11"	"7"	4.74030842606	"Foot"	"male"	"Volunteer 11Foot"	3.83974930793
"10370.22B3"	"Volunteer 11"	"8"	3.9613591536	"Foot"	"male"	"Volunteer 11Foot"	3.7369249242325
"10370.24B3"	"Volunteer 11"	"9"	5.34294130343	"Foot"	"male"	"Volunteer 11Foot"	4.0571139966775
"10370.3D10"	"Volunteer 12"	"0"	5.74707671371	"Foot"	"female"	"Volunteer 12Foot"	5.21661378095
"10370.4H1"	"Volunteer 12"	"1"	5.67774974086	"Foot"	"female"	"Volunteer 12Foot"	4.234254817535
"10370.8B5"	"Volunteer 12"	"2"	3.52793042979	"Foot"	"female"	"Volunteer 12Foot"	2.4033713918475
"10370.10C10"	"Volunteer 12"	"3"	2.46692256209	"Foot"	"female"	"Volunteer 12Foot"	2.30456313075667
